order_id,item_id,item_name,category,quantity,unit_price,line_total
7,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
7,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
7,M016,Brasserie Moussaka,Main,1,17.5,17.5
7,M018,Triple-Cooked Chips,Side,3,5.5,16.5
7,M019,Greek Salad,Side,1,5.5,5.5
7,M022,Baklava Cheesecake,Dessert,2,8.5,17.0
7,M028,Aperol Spritz,Drink,2,10.5,21.0
7,M027,Negroni,Drink,1,11.0,11.0
8,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
8,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
8,M016,Brasserie Moussaka,Main,2,17.5,35.0
8,M014,Grilled Squid Linguine,Main,1,18.0,18.0
8,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
8,M018,Triple-Cooked Chips,Side,1,5.5,5.5
8,M026,House Red / White (glass),Drink,2,8.0,16.0
8,M032,Coffee,Drink,2,3.5,7.0
8,M029,Craft Beer,Drink,2,6.5,13.0
8,M027,Negroni,Drink,2,11.0,22.0
9,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
9,M028,Aperol Spritz,Drink,2,10.5,21.0
9,M032,Coffee,Drink,1,3.5,3.5
9,M026,House Red / White (glass),Drink,1,8.0,8.0
10,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
10,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
10,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
10,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
10,M032,Coffee,Drink,3,3.5,10.5
10,M028,Aperol Spritz,Drink,2,10.5,21.0
10,M026,House Red / White (glass),Drink,2,8.0,16.0
10,M030,Espresso Martini,Drink,1,11.5,11.5
11,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
11,M003,King Prawn Saganaki,Starter,1,11.0,11.0
11,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
11,M014,Grilled Squid Linguine,Main,3,18.0,54.0
11,M008,"Lamb Chops, Salsa Verde",Main,2,24.0,48.0
11,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
11,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
11,M026,House Red / White (glass),Drink,1,8.0,8.0
11,M027,Negroni,Drink,1,11.0,11.0
11,M030,Espresso Martini,Drink,1,11.5,11.5
11,M032,Coffee,Drink,1,3.5,3.5
12,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
12,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
12,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
12,M016,Brasserie Moussaka,Main,1,17.5,17.5
12,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
12,M018,Triple-Cooked Chips,Side,1,5.5,5.5
12,M019,Greek Salad,Side,1,5.5,5.5
12,M032,Coffee,Drink,2,3.5,7.0
13,M004,Ox Cheek Croquettes,Starter,2,9.5,19.0
13,M002,"Grilled Octopus, Salsa Verde",Starter,2,12.5,25.0
13,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
13,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
13,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
13,M016,Brasserie Moussaka,Main,1,17.5,17.5
13,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
13,M026,House Red / White (glass),Drink,2,8.0,16.0
13,M031,Soft Drink / Juice,Drink,2,3.5,7.0
13,M027,Negroni,Drink,1,11.0,11.0
13,M032,Coffee,Drink,1,3.5,3.5
13,M030,Espresso Martini,Drink,1,11.5,11.5
14,M007,"Charred Flatbread, Tzatziki",Starter,2,6.5,13.0
14,M014,Grilled Squid Linguine,Main,1,18.0,18.0
14,M019,Greek Salad,Side,1,5.5,5.5
15,M005,"Burrata, Heritage Tomato",Starter,2,10.5,21.0
15,M003,King Prawn Saganaki,Starter,1,11.0,11.0
15,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
15,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
15,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
15,M030,Espresso Martini,Drink,1,11.5,11.5
15,M031,Soft Drink / Juice,Drink,1,3.5,3.5
16,M003,King Prawn Saganaki,Starter,1,11.0,11.0
16,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
16,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
16,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,2,22.0,44.0
16,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
16,M018,Triple-Cooked Chips,Side,1,5.5,5.5
16,M032,Coffee,Drink,1,3.5,3.5
16,M026,House Red / White (glass),Drink,1,8.0,8.0
17,M002,"Grilled Octopus, Salsa Verde",Starter,2,12.5,25.0
17,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
17,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
17,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
17,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
17,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
17,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
17,M018,Triple-Cooked Chips,Side,2,5.5,11.0
17,M019,Greek Salad,Side,1,5.5,5.5
17,M022,Baklava Cheesecake,Dessert,2,8.5,17.0
17,M026,House Red / White (glass),Drink,2,8.0,16.0
17,M032,Coffee,Drink,1,3.5,3.5
17,M027,Negroni,Drink,1,11.0,11.0
17,M029,Craft Beer,Drink,1,6.5,6.5
18,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
18,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
18,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
18,M019,Greek Salad,Side,1,5.5,5.5
18,M026,House Red / White (glass),Drink,2,8.0,16.0
18,M030,Espresso Martini,Drink,1,11.5,11.5
19,M003,King Prawn Saganaki,Starter,1,11.0,11.0
19,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
19,M011,Whole Grilled Sea Bass,Main,2,26.0,52.0
19,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
19,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
19,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
19,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
19,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
19,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
19,M028,Aperol Spritz,Drink,2,10.5,21.0
19,M026,House Red / White (glass),Drink,2,8.0,16.0
19,M030,Espresso Martini,Drink,1,11.5,11.5
19,M029,Craft Beer,Drink,1,6.5,6.5
19,M027,Negroni,Drink,1,11.0,11.0
19,M031,Soft Drink / Juice,Drink,1,3.5,3.5
20,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
20,M017,"Signature Burger, Aged Cheddar",Main,2,16.0,32.0
20,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
20,M018,Triple-Cooked Chips,Side,1,5.5,5.5
20,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
20,M028,Aperol Spritz,Drink,2,10.5,21.0
20,M031,Soft Drink / Juice,Drink,1,3.5,3.5
20,M032,Coffee,Drink,1,3.5,3.5
21,M006,"Soupe de Poisson, Rouille",Starter,2,8.0,16.0
21,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
21,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
21,M016,Brasserie Moussaka,Main,1,17.5,17.5
21,M019,Greek Salad,Side,2,5.5,11.0
21,M018,Triple-Cooked Chips,Side,1,5.5,5.5
21,M030,Espresso Martini,Drink,2,11.5,23.0
21,M029,Craft Beer,Drink,1,6.5,6.5
21,M028,Aperol Spritz,Drink,1,10.5,10.5
21,M026,House Red / White (glass),Drink,1,8.0,8.0
22,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
22,M031,Soft Drink / Juice,Drink,1,3.5,3.5
22,M032,Coffee,Drink,1,3.5,3.5
23,M003,King Prawn Saganaki,Starter,1,11.0,11.0
23,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
23,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
23,M032,Coffee,Drink,1,3.5,3.5
24,M003,King Prawn Saganaki,Starter,1,11.0,11.0
24,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
24,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
24,M018,Triple-Cooked Chips,Side,1,5.5,5.5
24,M032,Coffee,Drink,1,3.5,3.5
25,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
25,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
25,M011,Whole Grilled Sea Bass,Main,2,26.0,52.0
25,M008,"Lamb Chops, Salsa Verde",Main,2,24.0,48.0
25,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
25,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
25,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
25,M026,House Red / White (glass),Drink,4,8.0,32.0
25,M029,Craft Beer,Drink,1,6.5,6.5
25,M032,Coffee,Drink,1,3.5,3.5
26,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
26,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
26,M003,King Prawn Saganaki,Starter,1,11.0,11.0
26,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
26,M014,Grilled Squid Linguine,Main,2,18.0,36.0
26,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
26,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
26,M029,Craft Beer,Drink,2,6.5,13.0
27,M003,King Prawn Saganaki,Starter,1,11.0,11.0
27,M019,Greek Salad,Side,1,5.5,5.5
27,M031,Soft Drink / Juice,Drink,2,3.5,7.0
27,M030,Espresso Martini,Drink,1,11.5,11.5
27,M028,Aperol Spritz,Drink,1,10.5,10.5
28,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
28,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
28,M015,Wild Mushroom Risotto (v),Main,2,16.5,33.0
28,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
28,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
28,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
28,M018,Triple-Cooked Chips,Side,1,5.5,5.5
28,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
28,M027,Negroni,Drink,2,11.0,22.0
28,M028,Aperol Spritz,Drink,1,10.5,10.5
28,M029,Craft Beer,Drink,1,6.5,6.5
28,M026,House Red / White (glass),Drink,1,8.0,8.0
29,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,2,22.0,44.0
29,M016,Brasserie Moussaka,Main,1,17.5,17.5
29,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
29,M018,Triple-Cooked Chips,Side,1,5.5,5.5
29,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
29,M027,Negroni,Drink,1,11.0,11.0
30,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
30,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
30,M012,Pan-Seared Dover Sole,Main,2,29.0,58.0
30,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
30,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
30,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
30,M018,Triple-Cooked Chips,Side,1,5.5,5.5
30,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
30,M023,Dark Chocolate Fondant,Dessert,2,9.0,18.0
30,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
30,M025,Affogato,Dessert,1,6.5,6.5
30,M026,House Red / White (glass),Drink,2,8.0,16.0
31,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
31,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
31,M027,Negroni,Drink,1,11.0,11.0
31,M032,Coffee,Drink,1,3.5,3.5
32,M008,"Lamb Chops, Salsa Verde",Main,2,24.0,48.0
32,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
32,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
32,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
32,M026,House Red / White (glass),Drink,1,8.0,8.0
32,M028,Aperol Spritz,Drink,1,10.5,10.5
32,M029,Craft Beer,Drink,1,6.5,6.5
33,M005,"Burrata, Heritage Tomato",Starter,2,10.5,21.0
33,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
33,M003,King Prawn Saganaki,Starter,1,11.0,11.0
33,M015,Wild Mushroom Risotto (v),Main,2,16.5,33.0
33,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
33,M018,Triple-Cooked Chips,Side,1,5.5,5.5
33,M026,House Red / White (glass),Drink,1,8.0,8.0
33,M030,Espresso Martini,Drink,1,11.5,11.5
33,M031,Soft Drink / Juice,Drink,1,3.5,3.5
33,M027,Negroni,Drink,1,11.0,11.0
33,M032,Coffee,Drink,1,3.5,3.5
34,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
34,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
34,M014,Grilled Squid Linguine,Main,1,18.0,18.0
34,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
34,M019,Greek Salad,Side,3,5.5,16.5
34,M018,Triple-Cooked Chips,Side,2,5.5,11.0
34,M024,Citrus Olive Oil Cake,Dessert,2,7.5,15.0
34,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
34,M028,Aperol Spritz,Drink,3,10.5,31.5
34,M032,Coffee,Drink,3,3.5,10.5
34,M027,Negroni,Drink,2,11.0,22.0
34,M031,Soft Drink / Juice,Drink,2,3.5,7.0
35,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
35,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
35,M016,Brasserie Moussaka,Main,1,17.5,17.5
35,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
35,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
35,M030,Espresso Martini,Drink,2,11.5,23.0
35,M027,Negroni,Drink,1,11.0,11.0
35,M026,House Red / White (glass),Drink,1,8.0,8.0
35,M032,Coffee,Drink,1,3.5,3.5
35,M031,Soft Drink / Juice,Drink,1,3.5,3.5
36,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
36,M017,"Signature Burger, Aged Cheddar",Main,3,16.0,48.0
36,M026,House Red / White (glass),Drink,1,8.0,8.0
37,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
37,M016,Brasserie Moussaka,Main,1,17.5,17.5
37,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
37,M026,House Red / White (glass),Drink,1,8.0,8.0
38,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
38,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
38,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
38,M014,Grilled Squid Linguine,Main,1,18.0,18.0
38,M018,Triple-Cooked Chips,Side,1,5.5,5.5
38,M019,Greek Salad,Side,1,5.5,5.5
38,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
38,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
38,M027,Negroni,Drink,2,11.0,22.0
38,M031,Soft Drink / Juice,Drink,2,3.5,7.0
38,M028,Aperol Spritz,Drink,1,10.5,10.5
39,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
39,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
39,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
39,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
39,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
39,M019,Greek Salad,Side,1,5.5,5.5
39,M026,House Red / White (glass),Drink,1,8.0,8.0
40,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
40,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
40,M032,Coffee,Drink,1,3.5,3.5
40,M029,Craft Beer,Drink,1,6.5,6.5
41,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
41,M017,"Signature Burger, Aged Cheddar",Main,3,16.0,48.0
41,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
41,M016,Brasserie Moussaka,Main,1,17.5,17.5
41,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
41,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
41,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
41,M019,Greek Salad,Side,1,5.5,5.5
41,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
41,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
41,M032,Coffee,Drink,1,3.5,3.5
41,M028,Aperol Spritz,Drink,1,10.5,10.5
41,M027,Negroni,Drink,1,11.0,11.0
42,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
42,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
42,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
42,M026,House Red / White (glass),Drink,3,8.0,24.0
42,M032,Coffee,Drink,1,3.5,3.5
42,M029,Craft Beer,Drink,1,6.5,6.5
42,M030,Espresso Martini,Drink,1,11.5,11.5
43,M002,"Grilled Octopus, Salsa Verde",Starter,2,12.5,25.0
43,M014,Grilled Squid Linguine,Main,1,18.0,18.0
43,M024,Citrus Olive Oil Cake,Dessert,2,7.5,15.0
43,M028,Aperol Spritz,Drink,2,10.5,21.0
43,M026,House Red / White (glass),Drink,1,8.0,8.0
43,M027,Negroni,Drink,1,11.0,11.0
44,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
44,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
44,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
44,M025,Affogato,Dessert,1,6.5,6.5
44,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
44,M029,Craft Beer,Drink,1,6.5,6.5
45,M003,King Prawn Saganaki,Starter,1,11.0,11.0
45,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
45,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
45,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
45,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
45,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
45,M026,House Red / White (glass),Drink,2,8.0,16.0
45,M030,Espresso Martini,Drink,1,11.5,11.5
45,M032,Coffee,Drink,1,3.5,3.5
46,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
46,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
46,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
46,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
46,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
46,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
46,M014,Grilled Squid Linguine,Main,1,18.0,18.0
46,M027,Negroni,Drink,1,11.0,11.0
46,M026,House Red / White (glass),Drink,1,8.0,8.0
46,M030,Espresso Martini,Drink,1,11.5,11.5
47,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
47,M019,Greek Salad,Side,1,5.5,5.5
47,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
47,M031,Soft Drink / Juice,Drink,1,3.5,3.5
47,M032,Coffee,Drink,1,3.5,3.5
48,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
48,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
48,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
48,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
48,M019,Greek Salad,Side,1,5.5,5.5
48,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
48,M026,House Red / White (glass),Drink,1,8.0,8.0
48,M032,Coffee,Drink,1,3.5,3.5
49,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
49,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
49,M016,Brasserie Moussaka,Main,1,17.5,17.5
49,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
49,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
49,M018,Triple-Cooked Chips,Side,1,5.5,5.5
49,M026,House Red / White (glass),Drink,1,8.0,8.0
49,M030,Espresso Martini,Drink,1,11.5,11.5
50,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
50,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
50,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
50,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
50,M030,Espresso Martini,Drink,2,11.5,23.0
50,M029,Craft Beer,Drink,1,6.5,6.5
51,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
51,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
51,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
51,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
51,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
51,M018,Triple-Cooked Chips,Side,1,5.5,5.5
51,M022,Baklava Cheesecake,Dessert,2,8.5,17.0
51,M026,House Red / White (glass),Drink,5,8.0,40.0
51,M031,Soft Drink / Juice,Drink,3,3.5,10.5
51,M032,Coffee,Drink,2,3.5,7.0
51,M028,Aperol Spritz,Drink,2,10.5,21.0
51,M030,Espresso Martini,Drink,1,11.5,11.5
51,M029,Craft Beer,Drink,1,6.5,6.5
51,M027,Negroni,Drink,1,11.0,11.0
52,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
52,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
52,M019,Greek Salad,Side,1,5.5,5.5
52,M027,Negroni,Drink,1,11.0,11.0
52,M032,Coffee,Drink,1,3.5,3.5
52,M031,Soft Drink / Juice,Drink,1,3.5,3.5
53,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
53,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
53,M014,Grilled Squid Linguine,Main,1,18.0,18.0
53,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
53,M019,Greek Salad,Side,1,5.5,5.5
53,M018,Triple-Cooked Chips,Side,1,5.5,5.5
53,M025,Affogato,Dessert,1,6.5,6.5
53,M032,Coffee,Drink,3,3.5,10.5
53,M026,House Red / White (glass),Drink,1,8.0,8.0
53,M028,Aperol Spritz,Drink,1,10.5,10.5
53,M029,Craft Beer,Drink,1,6.5,6.5
54,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
54,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
54,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
55,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
55,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
55,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
55,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
55,M018,Triple-Cooked Chips,Side,1,5.5,5.5
55,M031,Soft Drink / Juice,Drink,1,3.5,3.5
55,M028,Aperol Spritz,Drink,1,10.5,10.5
55,M029,Craft Beer,Drink,1,6.5,6.5
55,M032,Coffee,Drink,1,3.5,3.5
56,M008,"Lamb Chops, Salsa Verde",Main,2,24.0,48.0
56,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
56,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
56,M024,Citrus Olive Oil Cake,Dessert,2,7.5,15.0
56,M029,Craft Beer,Drink,1,6.5,6.5
57,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
57,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
57,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
57,M026,House Red / White (glass),Drink,3,8.0,24.0
57,M031,Soft Drink / Juice,Drink,1,3.5,3.5
58,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
58,M003,King Prawn Saganaki,Starter,1,11.0,11.0
58,M011,Whole Grilled Sea Bass,Main,2,26.0,52.0
58,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
58,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
58,M019,Greek Salad,Side,1,5.5,5.5
58,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
58,M029,Craft Beer,Drink,3,6.5,19.5
58,M026,House Red / White (glass),Drink,1,8.0,8.0
59,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
