order_id,date,day_part,hour,time,party_size,service_type,event_name,revenue
32,2025-08-13,Dinner,19,19:19,2,Dine-in,,117.0
33,2025-08-13,Dinner,20,20:13,5,Dine-in,,132.5
34,2025-08-13,Dinner,21,21:06,4,Dine-in,,199.0
35,2025-08-13,Dinner,20,20:17,3,Dine-in,,132.5
36,2025-08-13,Dinner,19,19:31,2,Dine-in,,62.5
37,2025-08-13,Dinner,21,21:42,1,Dine-in,,50.5
38,2025-08-13,Dinner,18,18:36,4,Dine-in,,125.0
39,2025-08-13,Dinner,20,20:43,2,Dine-in,,97.5
40,2025-08-13,Dinner,20,20:46,2,Dine-in,,35.0
41,2025-08-13,Dinner,21,21:06,4,Takeaway,,249.0
42,2025-08-13,Dinner,19,19:51,4,Dine-in,,84.5
43,2025-08-13,Dinner,20,20:02,4,Takeaway,,98.0
44,2025-08-13,Dinner,21,21:00,1,Takeaway,,52.0
45,2025-08-13,Lunch,14,14:02,2,Dine-in,,127.0
46,2025-08-13,Lunch,12,12:56,3,Dine-in,,160.0
47,2025-08-13,Lunch,13,13:47,2,Dine-in,,47.5
48,2025-08-13,Lunch,13,13:39,1,Dine-in,,157.5
49,2025-08-13,Lunch,13,13:23,2,Dine-in,,107.0
50,2025-08-13,Lunch,12,12:58,2,Dine-in,,100.0
51,2025-08-13,Lunch,12,12:56,6,Dine-in,,203.5
52,2025-08-13,Lunch,13,13:04,2,Dine-in,,59.0
53,2025-08-13,Lunch,14,14:18,4,Dine-in,,122.5
54,2025-08-14,Dinner,17,17:59,1,Takeaway,,40.0
55,2025-08-14,Dinner,18,18:56,3,Dine-in,,161.0
56,2025-08-14,Dinner,21,21:21,2,Dine-in,,94.5
57,2025-08-14,Dinner,21,21:09,2,Dine-in,,72.5
58,2025-08-14,Dinner,21,21:31,4,Dine-in,,201.0
59,2025-08-14,Dinner,21,21:00,2,Dine-in,,75.5
60,2025-08-14,Dinner,18,18:29,4,Dine-in,,143.0
61,2025-08-14,Dinner,20,20:00,1,Dine-in,,8.5
62,2025-08-14,Dinner,20,20:02,2,Dine-in,,141.0
63,2025-08-14,Dinner,17,17:47,4,Dine-in,,217.0
64,2025-08-14,Dinner,20,20:34,5,Dine-in,,163.5
65,2025-08-14,Dinner,19,19:45,5,Dine-in,,175.0
66,2025-08-14,Dinner,21,21:37,2,Dine-in,,55.5
67,2025-08-14,Dinner,20,20:40,3,Dine-in,,69.5
68,2025-08-14,Dinner,18,18:55,2,Dine-in,,144.5
69,2025-08-14,Dinner,19,19:35,4,Dine-in,,342.5
70,2025-08-14,Dinner,20,20:06,2,Dine-in,,103.0
71,2025-08-14,Lunch,14,14:15,2,Dine-in,,128.5
72,2025-08-14,Lunch,12,12:27,2,Dine-in,,93.0
73,2025-08-14,Lunch,12,12:28,4,Dine-in,,115.5
74,2025-08-14,Lunch,12,12:42,2,Dine-in,,25.0
75,2025-08-14,Lunch,13,13:43,3,Dine-in,,120.0
76,2025-08-14,Lunch,14,14:14,2,Dine-in,,88.0
77,2025-08-14,Lunch,14,14:06,1,Dine-in,,84.0
78,2025-08-14,Lunch,13,13:08,2,Dine-in,,23.0
79,2025-08-14,Lunch,13,13:27,2,Dine-in,,5.5
80,2025-08-14,Lunch,12,12:17,1,Dine-in,,59.5
81,2025-08-15,Dinner,21,21:36,3,Dine-in,,93.5
82,2025-08-15,Dinner,19,19:53,2,Takeaway,,45.0
83,2025-08-15,Dinner,21,21:34,4,Takeaway,,100.0
84,2025-08-15,Dinner,20,20:32,4,Takeaway,,102.0
85,2025-08-15,Dinner,18,18:44,4,Takeaway,,275.5
86,2025-08-15,Dinner,18,18:32,2,Takeaway,,80.5
87,2025-08-15,Dinner,20,20:44,4,Dine-in,,218.0
88,2025-08-15,Dinner,19,19:48,2,Dine-in,,35.0
89,2025-08-15,Dinner,20,20:37,3,Dine-in,,138.0
90,2025-08-15,Dinner,20,20:31,3,Takeaway,,46.0
91,2025-08-15,Dinner,18,18:06,5,Dine-in,,162.0
92,2025-08-15,Dinner,20,20:22,4,Dine-in,,197.5
93,2025-08-15,Dinner,18,18:56,2,Dine-in,,66.0
94,2025-08-15,Dinner,18,18:18,1,Dine-in,,44.5
95,2025-08-15,Dinner,18,18:35,2,Takeaway,,49.5
96,2025-08-15,Dinner,20,20:30,2,Dine-in,,87.0
97,2025-08-15,Dinner,19,19:38,2,Dine-in,,107.5
98,2025-08-15,Dinner,21,21:08,1,Dine-in,,40.5
99,2025-08-15,Dinner,19,19:22,5,Dine-in,,113.5
100,2025-08-15,Dinner,20,20:18,2,Dine-in,,42.0
101,2025-08-15,Dinner,18,18:37,3,Dine-in,,173.0
102,2025-08-15,Dinner,21,21:27,5,Dine-in,,288.5
103,2025-08-15,Dinner,18,18:28,4,Dine-in,,202.0
104,2025-08-15,Dinner,19,19:12,2,Dine-in,,104.5
105,2025-08-15,Late,22,22:14,2,Dine-in,,139.0
106,2025-08-15,Late,22,22:44,2,Dine-in,,81.0
107,2025-08-15,Late,22,22:23,2,Dine-in,,74.0
108,2025-08-15,Late,22,22:24,3,Dine-in,,98.5
109,2025-08-15,Lunch,13,13:34,2,Dine-in,,79.0
110,2025-08-15,Lunch,14,14:34,4,Takeaway,,167.0
111,2025-08-15,Lunch,13,13:24,4,Dine-in,,244.5
112,2025-08-15,Lunch,14,14:34,3,Dine-in,,116.0
113,2025-08-15,Lunch,14,14:11,1,Dine-in,,56.0
114,2025-08-15,Lunch,13,13:39,2,Dine-in,,51.0
115,2025-08-15,Lunch,14,14:44,2,Dine-in,,92.0
116,2025-08-15,Lunch,13,13:56,4,Dine-in,,178.5
117,2025-08-15,Lunch,12,12:12,1,Dine-in,,28.0
118,2025-08-15,Lunch,14,14:35,5,Dine-in,,132.5
119,2025-08-15,Lunch,12,12:14,3,Dine-in,,112.0
120,2025-08-15,Lunch,14,14:33,2,Dine-in,,77.0
121,2025-08-15,Lunch,12,12:51,1,Dine-in,,25.0
122,2025-08-16,Dinner,19,19:03,2,Dine-in,,182.5
123,2025-08-16,Dinner,20,20:15,2,Dine-in,,110.0
124,2025-08-16,Dinner,20,20:00,2,Dine-in,,106.5
125,2025-08-16,Dinner,20,20:53,2,Takeaway,,64.0
126,2025-08-16,Dinner,18,18:33,2,Dine-in,,45.5
127,2025-08-16,Dinner,19,19:46,2,Dine-in,,109.0
128,2025-08-16,Dinner,17,17:50,2,Dine-in,,76.0
129,2025-08-16,Dinner,20,20:28,2,Dine-in,,65.5
130,2025-08-16,Dinner,20,20:36,1,Dine-in,,25.5
131,2025-08-16,Dinner,18,18:19,1,Dine-in,,8.0
132,2025-08-16,Dinner,21,21:33,2,Dine-in,,101.0
133,2025-08-16,Dinner,20,20:06,2,Dine-in,,97.0
134,2025-08-16,Dinner,19,19:51,2,Dine-in,,66.0
135,2025-08-16,Dinner,17,17:55,5,Takeaway,,100.0
136,2025-08-16,Dinner,20,20:18,2,Takeaway,,48.5
137,2025-08-16,Dinner,21,21:18,2,Dine-in,,92.5
138,2025-08-16,Dinner,20,20:53,4,Dine-in,,178.0
139,2025-08-16,Dinner,19,19:56,2,Dine-in,,89.0
140,2025-08-16,Dinner,20,20:16,6,Dine-in,,209.5
141,2025-08-16,Dinner,21,21:08,2,Dine-in,,85.0
142,2025-08-16,Dinner,20,20:44,2,Dine-in,,94.5
143,2025-08-16,Dinner,18,18:06,5,Dine-in,,119.5
144,2025-08-16,Dinner,18,18:47,3,Takeaway,,137.0
145,2025-08-16,Dinner,20,20:28,3,Dine-in,,214.5
146,2025-08-16,Dinner,20,20:15,2,Dine-in,,73.0
147,2025-08-16,Dinner,19,19:56,2,Dine-in,,57.5
148,2025-08-16,Dinner,20,20:18,2,Dine-in,,28.5
149,2025-08-16,Dinner,20,20:35,2,Dine-in,,152.5
150,2025-08-16,Dinner,20,20:06,2,Takeaway,,91.5
151,2025-08-16,Dinner,21,21:21,2,Dine-in,,61.0
152,2025-08-16,Dinner,21,21:25,2,Dine-in,,86.0
153,2025-08-16,Dinner,17,17:31,2,Dine-in,,151.0
154,2025-08-16,Dinner,19,19:21,4,Dine-in,,201.0
155,2025-08-16,Dinner,18,18:01,1,Dine-in,,74.5
156,2025-08-16,Dinner,18,18:21,4,Dine-in,,151.0
157,2025-08-16,Dinner,21,21:09,2,Dine-in,,138.0
158,2025-08-16,Dinner,21,21:14,3,Dine-in,,153.0
159,2025-08-16,Late,23,23:04,2,Dine-in,,97.0
160,2025-08-16,Late,22,22:17,2,Dine-in,,134.5
161,2025-08-16,Late,23,23:08,2,Dine-in,,94.5
162,2025-08-16,Late,22,22:52,3,Dine-in,,102.5
163,2025-08-16,Late,22,22:03,2,Dine-in,,62.0
164,2025-08-16,Lunch,12,12:37,6,Dine-in,,207.0
165,2025-08-16,Lunch,14,14:44,2,Dine-in,,157.0
166,2025-08-16,Lunch,13,13:42,2,Dine-in,,50.0
167,2025-08-16,Lunch,13,13:42,4,Dine-in,,167.5
168,2025-08-16,Lunch,12,12:31,1,Dine-in,,26.0
169,2025-08-16,Lunch,12,12:03,5,Dine-in,,196.5
170,2025-08-16,Lunch,12,12:22,2,Dine-in,,85.5
171,2025-08-16,Lunch,13,13:16,2,Dine-in,,72.0
172,2025-08-16,Lunch,12,12:54,1,Takeaway,,80.5
173,2025-08-16,Lunch,12,12:50,2,Dine-in,,89.5
174,2025-08-16,Lunch,14,14:44,3,Dine-in,,83.0
175,2025-08-16,Lunch,13,13:12,5,Dine-in,,273.0
176,2025-08-17,Dinner,18,18:25,4,Dine-in,,154.5
177,2025-08-17,Dinner,18,18:38,4,Dine-in,,39.0
178,2025-08-17,Dinner,21,21:32,3,Dine-in,,103.5
179,2025-08-17,Dinner,20,20:40,3,Dine-in,,72.5
180,2025-08-17,Dinner,20,20:24,2,Dine-in,,128.0
181,2025-08-17,Dinner,17,17:58,2,Dine-in,,149.0
182,2025-08-17,Dinner,18,18:41,3,Takeaway,,188.5
183,2025-08-17,Dinner,20,20:20,2,Dine-in,,73.0
184,2025-08-17,Dinner,20,20:28,4,Dine-in,,156.0
185,2025-08-17,Dinner,19,19:22,1,Dine-in,,102.5
186,2025-08-17,Dinner,18,18:36,3,Dine-in,,127.5
187,2025-08-17,Dinner,18,18:23,2,Dine-in,,118.0
188,2025-08-17,Dinner,20,20:46,2,Takeaway,,98.0
189,2025-08-17,Dinner,21,21:40,2,Dine-in,,118.0
190,2025-08-17,Dinner,20,20:33,2,Dine-in,,66.5
191,2025-08-17,Dinner,20,20:39,5,Takeaway,,254.0
192,2025-08-17,Dinner,20,20:33,4,Dine-in,,192.5
193,2025-08-17,Dinner,20,20:14,1,Dine-in,,30.0
194,2025-08-17,Dinner,18,18:12,2,Dine-in,,47.0
195,2025-08-17,Dinner,19,19:42,3,Dine-in,,112.0
196,2025-08-17,Dinner,20,20:53,3,Dine-in,,92.0
197,2025-08-17,Dinner,20,20:26,4,Dine-in,,181.5
198,2025-08-17,Dinner,18,18:10,2,Dine-in,,107.5
199,2025-08-17,Dinner,20,20:17,2,Dine-in,,142.5
200,2025-08-17,Dinner,21,21:22,5,Dine-in,,196.5
201,2025-08-17,Dinner,17,17:47,2,Dine-in,,33.5
202,2025-08-17,Dinner,21,21:37,3,Dine-in,,94.5
203,2025-08-17,Lunch,13,13:53,2,Dine-in,,64.5
204,2025-08-17,Lunch,12,12:15,2,Dine-in,,172.5
205,2025-08-17,Lunch,13,13:10,2,Takeaway,,65.5
206,2025-08-17,Lunch,14,14:10,2,Dine-in,,38.5
207,2025-08-17,Lunch,12,12:05,4,Dine-in,,176.5
208,2025-08-17,Lunch,14,14:34,1,Takeaway,,29.0
209,2025-08-17,Lunch,12,12:08,2,Dine-in,,24.5
210,2025-08-17,Lunch,12,12:34,4,Dine-in,,119.0
211,2025-08-17,Lunch,12,12:25,4,Dine-in,,205.5
212,2025-08-17,Lunch,13,13:23,5,Dine-in,,212.0
213,2025-08-17,Lunch,12,12:26,3,Dine-in,,147.0
214,2025-08-19,Dinner,17,17:57,2,Takeaway,,102.0
215,2025-08-19,Dinner,19,19:30,4,Dine-in,,227.0
216,2025-08-19,Dinner,21,21:23,3,Dine-in,,136.5
217,2025-08-19,Dinner,20,20:29,6,Dine-in,,304.0
218,2025-08-19,Dinner,21,21:10,6,Dine-in,,187.5
219,2025-08-19,Dinner,18,18:21,3,Dine-in,,88.5
220,2025-08-19,Dinner,20,20:18,2,Takeaway,,117.5
221,2025-08-19,Dinner,19,19:21,2,Takeaway,,114.5
222,2025-08-19,Dinner,21,21:39,3,Dine-in,,93.0
223,2025-08-19,Dinner,20,20:55,3,Dine-in,,155.0
224,2025-08-19,Dinner,21,21:22,3,Dine-in,,112.5
225,2025-08-19,Dinner,19,19:05,3,Dine-in,,128.5
226,2025-08-19,Lunch,13,13:20,5,Dine-in,,212.0
227,2025-08-19,Lunch,13,13:47,1,Dine-in,,11.0
228,2025-08-19,Lunch,13,13:51,2,Dine-in,,146.0
229,2025-08-19,Lunch,13,13:39,1,Takeaway,,88.0
230,2025-08-19,Lunch,12,12:57,5,Dine-in,,346.5
231,2025-08-19,Lunch,14,14:09,2,Dine-in,,108.5
232,2025-08-19,Lunch,12,12:00,1,Dine-in,,26.5
233,2025-08-19,Lunch,14,14:42,2,Takeaway,,52.0
234,2025-08-19,Lunch,12,12:16,2,Dine-in,,127.5
235,2025-08-20,Dinner,19,19:58,2,Dine-in,,43.5
236,2025-08-20,Dinner,18,18:28,2,Takeaway,,121.0
237,2025-08-20,Dinner,19,19:55,2,Dine-in,,61.5
238,2025-08-20,Dinner,18,18:44,5,Takeaway,,204.0
239,2025-08-20,Dinner,19,19:01,3,Dine-in,,158.5
240,2025-08-20,Dinner,19,19:48,2,Dine-in,,84.0
241,2025-08-20,Dinner,20,20:18,2,Dine-in,,22.5
242,2025-08-20,Dinner,19,19:02,4,Dine-in,,217.5
243,2025-08-20,Dinner,19,19:10,4,Dine-in,,187.0
244,2025-08-20,Dinner,21,21:11,2,Takeaway,,38.0
245,2025-08-20,Dinner,19,19:09,3,Takeaway,,106.5
246,2025-08-20,Dinner,19,19:34,3,Dine-in,,147.0
247,2025-08-20,Dinner,19,19:50,4,Dine-in,,84.5
248,2025-08-20,Dinner,17,17:54,4,Dine-in,,164.5
249,2025-08-20,Dinner,18,18:31,2,Dine-in,,121.5
250,2025-08-20,Lunch,13,13:19,2,Dine-in,,127.5
251,2025-08-20,Lunch,14,14:39,4,Dine-in,,132.5
252,2025-08-20,Lunch,13,13:23,6,Dine-in,,260.0
253,2025-08-20,Lunch,12,12:26,4,Dine-in,,234.0
254,2025-08-20,Lunch,13,13:23,4,Dine-in,,184.5
255,2025-08-20,Lunch,13,13:44,2,Dine-in,,75.5
256,2025-08-20,Lunch,13,13:07,2,Dine-in,,112.0
257,2025-08-21,Dinner,20,20:46,4,Dine-in,,168.0
258,2025-08-21,Dinner,20,20:11,2,Dine-in,,73.5
259,2025-08-21,Dinner,20,20:26,6,Dine-in,,262.0
260,2025-08-21,Dinner,21,21:13,2,Dine-in,,46.5
261,2025-08-21,Dinner,21,21:04,2,Dine-in,,74.5
262,2025-08-21,Dinner,20,20:15,2,Dine-in,,83.5
263,2025-08-21,Dinner,21,21:34,1,Dine-in,,69.5
264,2025-08-21,Dinner,21,21:19,5,Takeaway,,320.0
265,2025-08-21,Dinner,19,19:40,4,Dine-in,,144.0
266,2025-08-21,Dinner,21,21:36,3,Dine-in,,134.5
267,2025-08-21,Dinner,21,21:04,2,Dine-in,,120.5
268,2025-08-21,Dinner,19,19:18,6,Dine-in,,199.0
269,2025-08-21,Dinner,21,21:31,2,Dine-in,,90.0
270,2025-08-21,Dinner,19,19:51,2,Dine-in,,93.0
271,2025-08-21,Dinner,20,20:09,5,Takeaway,,172.5
272,2025-08-21,Dinner,21,21:20,5,Dine-in,,226.0
273,2025-08-21,Dinner,20,20:20,2,Dine-in,,127.5
274,2025-08-21,Lunch,14,14:16,1,Takeaway,,68.0
275,2025-08-21,Lunch,13,13:06,2,Takeaway,,74.0
276,2025-08-21,Lunch,13,13:54,2,Dine-in,,76.0
277,2025-08-21,Lunch,12,12:13,3,Dine-in,,54.0
278,2025-08-21,Lunch,14,14:13,5,Dine-in,,250.0
279,2025-08-21,Lunch,14,14:33,4,Dine-in,,164.0
280,2025-08-21,Lunch,14,14:05,3,Dine-in,,98.0
281,2025-08-21,Lunch,13,13:48,5,Dine-in,,179.0
282,2025-08-21,Lunch,13,13:33,2,Dine-in,,140.5
283,2025-08-21,Lunch,14,14:01,1,Dine-in,,32.0
284,2025-08-22,Dinner,20,20:39,2,Dine-in,,71.5
285,2025-08-22,Dinner,20,20:10,4,Takeaway,,129.5
286,2025-08-22,Dinner,19,19:46,2,Dine-in,,75.5
287,2025-08-22,Dinner,18,18:15,3,Dine-in,,59.0
288,2025-08-22,Dinner,18,18:42,1,Takeaway,,10.5
289,2025-08-22,Dinner,18,18:52,3,Takeaway,,79.0
290,2025-08-22,Dinner,18,18:02,2,Dine-in,,75.5
291,2025-08-22,Dinner,20,20:52,1,Dine-in,,11.0
292,2025-08-22,Dinner,19,19:31,2,Dine-in,,11.5
293,2025-08-22,Dinner,18,18:19,1,Dine-in,,33.5
294,2025-08-22,Dinner,19,19:06,2,Dine-in,,120.5
295,2025-08-22,Dinner,20,20:01,2,Dine-in,,72.0
296,2025-08-22,Dinner,20,20:35,2,Dine-in,,92.0
297,2025-08-22,Dinner,20,20:49,2,Dine-in,,208.5
298,2025-08-22,Dinner,20,20:48,3,Dine-in,,137.5
299,2025-08-22,Dinner,21,21:14,2,Dine-in,,128.5
300,2025-08-22,Dinner,18,18:18,2,Takeaway,,53.0
301,2025-08-22,Dinner,19,19:14,4,Dine-in,,196.5
302,2025-08-22,Dinner,18,18:54,2,Takeaway,,50.0
303,2025-08-22,Dinner,21,21:10,2,Dine-in,,56.0
304,2025-08-22,Dinner,18,18:06,2,Dine-in,,67.5
305,2025-08-22,Dinner,21,21:16,3,Dine-in,,204.0
306,2025-08-22,Dinner,18,18:48,3,Dine-in,,94.0
307,2025-08-22,Dinner,20,20:58,2,Dine-in,,72.0
308,2025-08-22,Dinner,18,18:26,2,Dine-in,,92.0
309,2025-08-22,Dinner,20,20:07,3,Dine-in,,114.0
310,2025-08-22,Dinner,17,17:42,3,Dine-in,,79.0
311,2025-08-22,Dinner,18,18:11,2,Dine-in,,98.5
312,2025-08-22,Dinner,18,18:44,2,Dine-in,,80.0
313,2025-08-22,Dinner,21,21:40,3,Takeaway,,132.5
314,2025-08-22,Late,22,22:18,4,Dine-in,,195.5
315,2025-08-22,Late,22,22:52,5,Dine-in,,179.0
316,2025-08-22,Late,22,22:46,2,Dine-in,,136.0
317,2025-08-22,Lunch,12,12:57,2,Dine-in,,96.0
318,2025-08-22,Lunch,12,12:55,2,Dine-in,,173.5
319,2025-08-22,Lunch,12,12:40,2,Takeaway,,80.5
320,2025-08-22,Lunch,12,12:46,2,Dine-in,,144.0
321,2025-08-22,Lunch,14,14:24,6,Dine-in,,237.5
322,2025-08-22,Lunch,14,14:31,2,Dine-in,,62.5
323,2025-08-22,Lunch,13,13:12,5,Dine-in,,144.5
324,2025-08-22,Lunch,13,13:57,1,Dine-in,,73.0
325,2025-08-22,Lunch,13,13:59,2,Dine-in,,64.5
326,2025-08-22,Lunch,12,12:27,4,Dine-in,,223.0
327,2025-08-22,Lunch,12,12:43,4,Dine-in,,307.5
328,2025-08-22,Lunch,14,14:41,1,Dine-in,,28.5
329,2025-08-23,Dinner,21,21:05,1,Dine-in,,61.0
330,2025-08-23,Dinner,17,17:36,3,Dine-in,,186.5
331,2025-08-23,Dinner,20,20:26,3,Dine-in,,129.0
332,2025-08-23,Dinner,17,17:34,3,Dine-in,,68.5
333,2025-08-23,Dinner,20,20:59,5,Takeaway,,211.5
334,2025-08-23,Dinner,18,18:09,2,Dine-in,,32.5
335,2025-08-23,Dinner,20,20:17,4,Dine-in,,162.0
336,2025-08-23,Dinner,21,21:16,3,Dine-in,,52.0
337,2025-08-23,Dinner,19,19:37,3,Dine-in,,180.5
338,2025-08-23,Dinner,18,18:15,3,Dine-in,,45.5
339,2025-08-23,Dinner,20,20:04,3,Takeaway,,87.5
340,2025-08-23,Dinner,19,19:10,2,Takeaway,,70.0
341,2025-08-23,Dinner,18,18:24,6,Dine-in,,260.5
342,2025-08-23,Dinner,18,18:03,2,Takeaway,,47.5
343,2025-08-23,Dinner,21,21:28,4,Dine-in,,110.0
344,2025-08-23,Dinner,21,21:14,2,Dine-in,,83.0
345,2025-08-23,Dinner,19,19:31,3,Takeaway,,100.0
346,2025-08-23,Dinner,17,17:52,3,Dine-in,,81.0
347,2025-08-23,Dinner,20,20:10,3,Dine-in,,89.0
348,2025-08-23,Dinner,20,20:19,4,Dine-in,,143.5
349,2025-08-23,Dinner,21,21:22,6,Dine-in,,235.0
350,2025-08-23,Dinner,20,20:05,3,Dine-in,,161.0
351,2025-08-23,Dinner,19,19:51,4,Dine-in,,168.0
352,2025-08-23,Dinner,20,20:35,2,Dine-in,,41.5
353,2025-08-23,Dinner,19,19:56,2,Dine-in,,123.0
354,2025-08-23,Late,22,22:35,6,Dine-in,,173.0
355,2025-08-23,Late,22,22:39,4,Dine-in,,151.0
356,2025-08-23,Lunch,14,14:36,2,Dine-in,,83.5
357,2025-08-23,Lunch,12,12:10,2,Dine-in,,120.0
358,2025-08-23,Lunch,14,14:32,2,Dine-in,,67.5
359,2025-08-23,Lunch,13,13:33,5,Dine-in,,258.0
360,2025-08-23,Lunch,14,14:29,2,Dine-in,,140.5
361,2025-08-23,Lunch,12,12:55,2,Dine-in,,132.0
362,2025-08-23,Lunch,13,13:20,3,Dine-in,,168.0
363,2025-08-23,Lunch,14,14:41,3,Dine-in,,153.5
364,2025-08-23,Lunch,14,14:35,2,Dine-in,,175.0
365,2025-08-23,Lunch,12,12:41,2,Dine-in,,126.5
366,2025-08-23,Lunch,12,12:24,6,Dine-in,,303.0
367,2025-08-23,Lunch,13,13:14,2,Dine-in,,111.0
368,2025-08-23,Lunch,12,12:38,3,Dine-in,,214.5
369,2025-08-23,Lunch,14,14:13,1,Takeaway,,80.5
370,2025-08-23,Lunch,13,13:32,1,Takeaway,,78.0
371,2025-08-24,Dinner,21,21:34,5,Dine-in,,265.5
372,2025-08-24,Dinner,21,21:14,1,Takeaway,,65.0
373,2025-08-24,Dinner,21,21:36,5,Dine-in,,339.5
374,2025-08-24,Dinner,19,19:16,2,Dine-in,,66.0
375,2025-08-24,Dinner,21,21:11,3,Dine-in,,81.5
376,2025-08-24,Dinner,17,17:57,2,Dine-in,,63.5
377,2025-08-24,Dinner,18,18:16,2,Takeaway,,71.5
378,2025-08-24,Dinner,18,18:21,4,Dine-in,,125.5
379,2025-08-24,Dinner,17,17:46,5,Dine-in,,161.5
380,2025-08-24,Dinner,17,17:49,3,Dine-in,,75.0
381,2025-08-24,Dinner,18,18:30,2,Dine-in,,85.0
382,2025-08-24,Dinner,17,17:45,2,Dine-in,,84.0
383,2025-08-24,Dinner,21,21:09,1,Dine-in,,42.0
384,2025-08-24,Dinner,21,21:34,6,Dine-in,,178.0
385,2025-08-24,Dinner,18,18:53,2,Dine-in,,52.0
386,2025-08-24,Dinner,18,18:21,5,Dine-in,,210.0
387,2025-08-24,Dinner,20,20:06,2,Dine-in,,72.5
388,2025-08-24,Dinner,17,17:48,2,Takeaway,,41.0
389,2025-08-24,Dinner,20,20:51,1,Dine-in,,44.0
390,2025-08-24,Dinner,20,20:16,2,Dine-in,,113.0
391,2025-08-24,Dinner,21,21:33,2,Takeaway,,34.0
392,2025-08-24,Dinner,19,19:42,2,Dine-in,,127.0
393,2025-08-24,Dinner,21,21:19,1,Dine-in,,55.5
394,2025-08-24,Dinner,21,21:04,4,Dine-in,,188.0
395,2025-08-24,Dinner,18,18:54,4,Dine-in,,189.5
396,2025-08-24,Lunch,13,13:21,2,Dine-in,,140.5
397,2025-08-24,Lunch,13,13:09,4,Dine-in,,215.0
398,2025-08-24,Lunch,14,14:15,2,Dine-in,,56.0
399,2025-08-24,Lunch,12,12:51,5,Dine-in,,178.0
400,2025-08-24,Lunch,13,13:10,3,Dine-in,,73.0
401,2025-08-24,Lunch,12,12:07,5,Dine-in,,315.0
402,2025-08-24,Lunch,13,13:44,5,Dine-in,,188.5
403,2025-08-24,Lunch,12,12:51,5,Dine-in,,207.0
404,2025-08-24,Lunch,12,12:39,2,Dine-in,,46.5
405,2025-08-26,Dinner,20,20:45,2,Dine-in,,67.0
406,2025-08-26,Dinner,18,18:33,2,Takeaway,,106.5
407,2025-08-26,Dinner,19,19:42,3,Dine-in,,99.5
408,2025-08-26,Dinner,18,18:57,2,Dine-in,,100.5
409,2025-08-26,Dinner,20,20:04,4,Dine-in,,252.0
410,2025-08-26,Dinner,18,18:44,2,Dine-in,,42.0
411,2025-08-26,Dinner,19,19:25,1,Dine-in,,25.0
412,2025-08-26,Dinner,18,18:46,4,Dine-in,,151.0
413,2025-08-26,Dinner,18,18:13,3,Dine-in,,71.5
414,2025-08-26,Dinner,17,17:33,2,Dine-in,,13.5
415,2025-08-26,Dinner,19,19:46,2,Dine-in,,122.5
416,2025-08-26,Dinner,18,18:13,5,Dine-in,,159.5
417,2025-08-26,Dinner,18,18:40,2,Dine-in,,100.5
418,2025-08-26,Dinner,18,18:09,2,Dine-in,,141.5
419,2025-08-26,Dinner,19,19:59,2,Dine-in,,83.5
420,2025-08-26,Dinner,19,19:24,3,Takeaway,,99.0
421,2025-08-26,Dinner,21,21:25,5,Dine-in,,206.5
422,2025-08-26,Lunch,14,14:34,2,Dine-in,,344.5
423,2025-08-26,Lunch,14,14:13,3,Dine-in,,152.5
